"","Sample_ID","X.coordinate","Y.coordinate","height_NAP","color","calcareous_portion","main_soil_type","organic_portion","sand_median_class"
"322","BK010198",16387,664085,-39.51,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"323","BK010203",16211,657890,-45.48,"gray-olive","slightly calcareous","sand",NA,"very fine"
"324","BK010242",13388,663575,-38.99,"light--brown-olive","calcareous","sand",1,"moderately fine"
"325","BK010243",13241,656381,-39.35,"gray-olive","calcareous","sand",1,"moderately fine"
"326","BK010245",13317,657177,NA,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"327","BK010253",13287,659012,-39.79,"brown-olive","slightly calcareous","sand",NA,"moderately coarse"
"328","BK010254",13714,661352,-39.27,"brown-yellow","slightly calcareous","sand",NA,"very coarse"
"329","BK010264",13544,664572,-35.58,"brown-olive","slightly calcareous","sand",NA,"moderately coarse"
"330","BK010273",13549,666385,-33.58,"brown-olive","calcareous","sand",NA,"moderately coarse"
"331","BK010274",13802,668158,-32.43,"brown-olive","slightly calcareous","sand",NA,"very coarse"
"332","BK010283",13756,670044,-35.7,"brown-olive","slightly calcareous","sand",NA,"very coarse"
"333","BK020010",38435,669664,-44.39,"gray-olive","calcareous","sand",NA,"moderately fine"
"334","BK020011",38273,663482,-41.85,"gray-olive","calcareous","sand",NA,"very fine"
"335","BK020012",30977,663677,-41.71,"gray-olive","calcareous","sand",NA,"very fine"
"336","BK020013",23686,663873,-37.68,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"337","BK020015",30815,657490,-39.59,"gray-olive","slightly calcareous","sand",NA,"moderately fine"
"338","BK020016",38127,657308,-36.65,"gray-olive","calcareous","sand",NA,"moderately fine"
"339","BK020017",37970,651123,-34.73,"gray-olive","calcareous","sand",NA,"moderately fine"
"340","BK020020",21136,669043,NA,"dark--brown-gray","slightly calcareous","sand",NA,"moderately fine"
"341","BK020022",30152,667551,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"342","BK020023",40843,667786,NA,"brown-olive","calcareous","sand",NA,"very fine"
"343","BK020024",37501,660342,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"344","BK020025",35116,666813,-44.06,"brown-olive","calcareous","sand",NA,"very fine"
"345","BK020026",20679,667298,-43.37,"dark--brown-gray","slightly calcareous","sand",1,"moderately fine"
"346","BK020027",27772,663097,-40.75,"dark--brown-gray","slightly calcareous","sand",1,"moderately fine"
"347","BK020028",34933,659596,-42.36,"dark--brown-gray","slightly calcareous","sand",1,"moderately fine"
"348","BK020030",27655,655897,-38.37,"dark--brown-gray","slightly calcareous","sand",1,"moderately fine"
"349","BK020031",20490,660102,-37.75,"light--brown-olive","calcareous","sand",1,"moderately fine"
"350","BK030010",46024,664912,-43.78,"gray-olive","slightly calcareous","sand",NA,"very fine"
"351","BK030011",60297,669175,-44.66,"gray-olive","calcareous","sand",NA,"extremely fine"
"352","BK030012",60160,662992,-41.35,"gray-olive",NA,"sand",NA,"very fine"
"353","BK030013",52865,663142,-42.07,"gray-olive","calcareous","sand",NA,"extremely fine"
"354","BK030014",45568,663313,-42.94,"gray-olive","calcareous","sand",NA,"moderately fine"
"355","BK030015",45421,657133,-38.24,"gray-olive","calcareous","sand",NA,"very fine"
"356","BK030016",52735,656963,-39.42,"gray-olive","calcareous","sand",NA,"moderately fine"
"357","BK030017",60034,656810,-40.17,"brown-gray","calcareous","sand",NA,"very fine"
"358","BK030018",59915,650632,-40.02,"brown-gray","calcareous","sand",NA,"very fine"
"359","BK030019",52605,650780,-38.49,"olive","calcareous","sand",NA,"very fine"
"360","BK030020",62916,653475,NA,"dark--brown-gray","calcareous","sand",NA,"very fine"
"361","BK030025",46911,669305,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"362","BK030026",50992,665717,NA,"brown-olive","calcareous","sand",NA,"very fine"
"363","BK030027",54072,669161,NA,"brown-olive","calcareous","sand",NA,"very fine"
"364","BK030028",42083,655426,-35.69,"brown-olive","calcareous","sand",NA,"moderately fine"
"365","BK030029",42199,662620,-42.85,"brown-gray","calcareous","sand",NA,"very fine"
"366","BK030030",49499,666324,-45.04,"brown-gray","calcareous","sand",1,"very fine"
"367","BK030031",56568,662139,-41.76,"brown-gray","calcareous","sand",1,"moderately fine"
"368","BK030032",49326,659127,-39.43,"brown-gray","calcareous","sand",1,"moderately fine"
"369","BK030033",56458,654952,-39.46,"brown-gray","calcareous","sand",1,"moderately fine"
"370","BK030034",49204,651926,-38.21,"brown-gray","calcareous","sand",1,"moderately fine"
"371","BK030036",47728,657157,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"372","BK030041",63752,659831,NA,NA,NA,"sand",NA,"very fine"
"373","BK050011",37816,644930,-36.67,"gray-olive","slightly calcareous","sand",NA,"moderately fine"
"374","BK050012",37657,638750,-38.43,"gray-olive","slightly calcareous","sand",NA,"very fine"
"375","BK050016",37493,632575,-38.01,"gray-olive","calcareous","sand",NA,"very fine"
"376","BK050037",41145,637030,NA,"dark--gray-olive","calcareous","sand",NA,"moderately fine"
"377","BK060005",49870,641561,NA,"gray-green","non-calcareous","sand",NA,"very fine"
"378","BK060013",50057,636927,-39.4,"brown-gray","slightly calcareous","sand",NA,"very fine"
"379","BK060014",49272,646086,-37.69,"gray-olive","slightly calcareous","sand",NA,"very fine"
"380","BK060015",57910,646059,-39.95,"brown-gray","calcareous","sand",NA,"very fine"
"381","BK060016",45286,650939,-36.22,"brown-gray","calcareous","sand",NA,"moderately fine"
"382","BK060017",44694,644935,-36.9,"olive","calcareous","sand",NA,"very fine"
"383","BK060018",52470,644596,-39.66,"gray-olive","calcareous","sand",NA,"very fine"
"384","BK060019",59777,644449,-41.47,"gray-olive","slightly calcareous","sand",NA,"very fine"
"385","BK060020",59669,638267,-41,"gray-olive","calcareous","sand",NA,"very fine"
"386","BK060021",52323,638414,-40.36,"gray-olive","calcareous","sand",NA,"very fine"
"387","BK060022",45007,638577,-38.09,"gray-olive","calcareous","sand",NA,"very fine"
"388","BK060023",52205,632231,-39,"gray-olive","calcareous","sand",NA,"moderately fine"
"389","BK060066",44332,632548,NA,"brown-gray","calcareous","sand",NA,"very fine"
"390","BK060067",45889,635350,NA,NA,NA,"sand",NA,"moderately fine"
"391","BK060068",47749,638389,NA,NA,"calcareous","sand",NA,"moderately fine"
"392","BK060069",48833,641656,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"393","BK060070",49885,643473,NA,NA,"calcareous","sand",NA,"moderately fine"
"394","BK060079",41639,633806,-35.56,"brown-olive","calcareous","sand",NA,"moderately fine"
"395","BK060080",41780,641004,-36.19,"brown-olive",NA,"sand",NA,"moderately fine"
"396","BK060081",41931,648212,-36.52,"brown-yellow",NA,"sand",NA,"moderately fine"
"397","BK060082",56312,647739,-39.71,"gray-olive","calcareous","sand",1,"moderately fine"
"398","BK060083",49069,644726,-37.5,"gray-olive","calcareous","sand",1,"moderately fine"
"399","BK060084",56194,640533,-40.32,"gray-olive","calcareous","sand",1,"very fine"
"400","BK060085",48898,637544,-38.74,"gray-olive","calcareous","sand",1,"moderately fine"
"401","BK060086",56017,633334,-39.61,"gray-olive","calcareous","sand",1,"moderately fine"
"402","BK060117",58461,650193,NA,"dark--brown-gray","calcareous","sand",NA,"moderately fine"
"403","BK060118",53968,647162,NA,"dark--brown-gray","calcareous","sand",NA,"moderately fine"
"404","BK060119",49375,644015,NA,"dark--brown-gray","calcareous","sand",NA,"moderately fine"
"405","BK060120",45060,640494,NA,"dark--brown-gray","calcareous","sand",NA,"moderately fine"
"406","BK060121",57806,636758,-41.42,"gray-olive","slightly calcareous","sand",NA,"very fine"
"407","BK080014",20137,620710,-35.44,"brown-gray","calcareous","sand",NA,"extremely fine"
"408","BK080015",22440,619803,-34.9,"brown-gray",NA,"sand",NA,"extremely fine"
"409","BK080019",35205,617802,-33.25,"gray-olive","slightly calcareous","sand",NA,"extremely fine"
"410","BK080023",37360,626388,-38.2,"gray-olive","calcareous","sand",NA,"very fine"
"411","BK080026",22477,620594,-36.17,"gray-olive","calcareous","sand",NA,"extremely fine"
"412","BK080027",29826,620396,-36.02,"gray-olive","slightly calcareous","sand",NA,"very fine"
"413","BK080028",37197,620204,-35.54,"gray-olive","slightly calcareous","sand",NA,"extremely fine"
"414","BK080029",37061,614024,-30.91,"gray-olive","calcareous","sand",NA,"moderately fine"
"415","BK080030",36093,619229,NA,"brown-gray","calcareous","sand",NA,"very fine"
"416","BK080049",40118,631796,NA,"dark--gray-olive","calcareous","sand",NA,"moderately fine"
"417","BK080050",38018,627084,NA,"dark--gray-olive","calcareous","sand",NA,"very fine"
"418","BK080051",36338,621650,NA,"dark--brown-gray","calcareous","sand",NA,"very fine"
"419","BK080052",34970,616303,NA,"dark--brown-gray","calcareous","sand",NA,"very fine"
"420","BK080053",37654,616195,NA,"brown-gray","calcareous","sand",NA,"very fine"
"421","BK080054",37376,616977,NA,"brown-gray","calcareous","sand",NA,"extremely fine"
"422","BK080055",39115,623816,NA,NA,"calcareous","sand",NA,"moderately fine"
"423","BK080056",40411,626068,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"424","BK080057",34064,616397,-32.88,"brown-gray","calcareous","sand",NA,"very fine"
"425","BK080058",19697,616882,-33.56,"gray-olive","slightly calcareous","sand",NA,"very fine"
"426","BK080061",26954,619884,-35.3,"dark--brown-gray","slightly calcareous","sand",1,"moderately fine"
"427","BK080107",36232,615158,NA,"light--brown-olive","calcareous","sand",2,"extremely fine"
"428","BK080108",27754,617502,NA,"gray-olive","slightly calcareous","sand",NA,"very fine"
"429","BK090009",60049,616944,NA,NA,NA,"sand",NA,"very fine"
"430","BK090010",60710,616838,NA,NA,NA,"sand",NA,"very fine"
"431","BK090011",60703,616467,NA,NA,NA,"sand",NA,"very fine"
"432","BK090012",60474,616101,NA,NA,NA,"sand",NA,"very fine"
"433","BK090013",60251,616011,NA,NA,NA,"sand",NA,"very fine"
"434","BK090014",60692,615910,NA,NA,NA,"sand",NA,"very fine"
"435","BK090015",60966,615811,NA,NA,NA,"sand",NA,"very fine"
"436","BK090016",60965,615719,NA,NA,NA,"sand",NA,"very fine"
"437","BK090017",60907,615628,NA,NA,NA,"sand",NA,"very fine"
"438","BK090018",60906,615536,NA,NA,NA,"sand",NA,"very fine"
"439","BK090019",60683,615447,NA,NA,NA,"sand",NA,"very fine"
"440","BK090020",60677,615168,NA,NA,NA,"sand",NA,"very fine"
"441","BK090021",60674,614984,NA,NA,NA,"sand",NA,"very fine"
"442","BK090022",60666,614613,NA,NA,NA,"sand",NA,"very fine"
"443","BK090023",60884,614422,NA,NA,NA,"sand",NA,"very fine"
"444","BK090024",60876,614051,NA,NA,NA,"sand",NA,"very fine"
"445","BK090025",60652,613871,NA,NA,NA,"sand",NA,"very fine"
"446","BK090026",60386,619998,NA,NA,NA,"sand",NA,"very fine"
"447","BK090027",60318,619350,NA,NA,NA,"sand",NA,"very fine"
"448","BK090028",60316,619258,NA,NA,NA,"sand",NA,"very fine"
"449","BK090029",59911,615555,NA,NA,NA,"sand",NA,"very fine"
"450","BK090030",59922,618895,NA,NA,NA,"sand",NA,"very fine"
"451","BK090031",59638,618528,NA,NA,NA,"sand",NA,"very fine"
"452","BK090032",59962,618152,NA,NA,NA,"sand",NA,"very fine"
"453","BK090033",59684,618065,NA,NA,NA,"sand",NA,"very fine"
"454","BK090034",59843,617689,NA,NA,NA,"sand",NA,"very fine"
"455","BK090035",59995,617038,NA,NA,NA,"sand",NA,"very fine"
"456","BK090036",59992,616852,NA,NA,NA,"sand",NA,"very fine"
"457","BK090037",59990,616760,NA,NA,NA,"sand",NA,"very fine"
"458","BK090038",59815,616299,NA,NA,NA,"sand",NA,"very fine"
"459","BK090039",59802,615650,NA,NA,NA,"sand",NA,"very fine"
"460","BK090042",55258,617375,-32.78,"gray-olive","calcareous","sand",NA,"extremely fine"
"461","BK090043",44847,632393,-38.43,"gray-olive","calcareous","sand",NA,"very fine"
"462","BK090044",59544,632074,-38.92,"gray-olive","calcareous","sand",NA,"very fine"
"463","BK090045",59416,625890,-37.13,"gray-olive","calcareous","sand",NA,"very fine"
"464","BK090046",52067,626047,-37.89,"gray-olive","calcareous","sand",NA,"very fine"
"465","BK090047",44694,626216,-37.98,"gray-olive","calcareous","sand",NA,"very fine"
"466","BK090048",44562,620028,-35.03,"gray-olive","calcareous","sand",NA,"very fine"
"467","BK090049",51931,619871,-34.3,"gray-olive","slightly calcareous","sand",NA,"extremely fine"
"468","BK090050",59305,619708,-33.44,"gray-olive","calcareous","sand",NA,"very fine"
"469","BK090051",44431,613848,-31,"gray-olive","calcareous","sand",NA,"very fine"
"470","BK090067",51358,618950,NA,"dark--gray","calcareous","sand",NA,"very fine"
"471","BK090068",46116,620891,NA,"dark--gray","calcareous","sand",NA,"very fine"
"472","BK090069",44047,615836,NA,"dark--gray","calcareous","sand",NA,"very fine"
"473","BK090070",45499,616452,NA,NA,"calcareous","sand",NA,"very fine"
"474","BK090071",49240,613955,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"475","BK090076",48760,615604,NA,"dark--brown-gray","calcareous","sand",NA,"very fine"
"476","BK090077",53382,618844,NA,"dark--brown-gray","calcareous","sand",NA,"very fine"
"477","BK090078",57758,622062,NA,"dark--brown-gray","calcareous","sand",NA,"very fine"
"478","BK090079",62239,625281,NA,"dark--brown-gray","calcareous","sand",NA,"very fine"
"479","BK090080",41246,627552,NA,"gray","calcareous","sand",NA,"very fine"
"480","BK090081",48530,615932,NA,"brown-gray","calcareous","sand",NA,"very fine"
"481","BK090082",41320,619409,-34.27,"brown-olive","calcareous","sand",NA,"very fine"
"482","BK090083",41517,626587,-35.07,"brown-gray","calcareous","sand",NA,"very fine"
"483","BK090084",55855,618917,-33.36,"brown-gray","calcareous","sand",NA,"very fine"
"484","BK090085",48747,630342,-39.04,"brown-gray","calcareous","sand",1,"moderately fine"
"485","BK090086",55895,626108,-37.74,"brown-gray","calcareous","sand",1,"moderately fine"
"486","BK090087",48626,623151,-36.53,"brown-gray","calcareous","sand",1,"moderately fine"
"487","BK090110",55205,613693,NA,"brown-gray","calcareous","sand",NA,"very fine"
"488","BK090114",43085,618703,NA,"dark--brown-yellow","calcareous","sand",5,"very fine"
"489","BK090120",41170,614898,NA,"gray-olive","calcareous","sand",1,"extremely fine"
"490","BK110030",36412,609449,-29.57,"brown-gray","calcareous","sand",NA,"very fine"
"491","BK110031",29693,614208,-30.95,"gray-olive","calcareous","sand",NA,"very fine"
"492","BK110032",22296,614409,-31.26,"gray-olive","calcareous","sand",NA,"very fine"
"493","BK110033",22133,608234,-29.19,"gray-olive","calcareous","sand",NA,"very fine"
"494","BK110034",29518,608029,-28.58,"gray-olive","calcareous","sand",NA,"moderately fine"
"495","BK110035",36898,607848,-29.57,"gray-olive","calcareous","sand",NA,"moderately fine"
"496","BK110036",36733,601661,-29.39,"gray-olive","calcareous","sand",NA,"very fine"
"497","BK110037",29350,601846,-27.44,"gray-olive","calcareous","sand",NA,"moderately fine"
"498","BK110038",21960,602046,-29.09,"gray-olive","calcareous","sand",NA,"moderately fine"
"499","BK110040",29191,595671,-25.73,"gray-olive","calcareous","sand",NA,"very fine"
"500","BK110051",39922,598397,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"501","BK110052",33305,612436,NA,"brown-gray","calcareous","sand",NA,"very fine"
"502","BK110053",31890,607949,-28.8,"brown-olive","calcareous","sand",NA,"moderately fine"
"503","BK110054",29840,602701,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"504","BK110055",27601,597642,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"505","BK110063",33485,605020,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"506","BK110064",33087,603174,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"507","BK110065",29951,597749,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"508","BK110066",32991,610971,NA,"dark--gray-olive","calcareous","sand",NA,"moderately fine"
"509","BK110067",30988,605672,NA,"dark--gray-olive","calcareous","sand",NA,"moderately fine"
"510","BK110068",29408,600362,NA,"dark--gray-olive","calcareous","sand",NA,"moderately fine"
"511","BK110069",38610,596171,NA,"dark--gray-olive","calcareous","sand",NA,"moderately fine"
"512","BK110070",35806,609700,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"513","BK110071",35889,611129,NA,"brown-olive","calcareous","sand",NA,"very fine"
"514","BK110072",21845,598893,-28.87,"brown-gray","calcareous","sand",NA,"moderately fine"
"515","BK110073",21857,611531,-31.15,"brown-gray","calcareous","sand",NA,"very fine"
"516","BK110074",33821,602008,-28.67,"light--brown","calcareous","sand",NA,"moderately coarse"
"517","BK110075",33925,609209,-29.37,"brown-gray","calcareous","sand",NA,"very fine"
"518","BK110076",26792,612697,-31.07,"dark--brown-gray","calcareous","sand",NA,"moderately fine"
"519","BK110077",26685,605468,-28.4,"dark--brown-gray","calcareous","sand",NA,"moderately fine"
"520","BK110078",26538,598270,-29.41,"dark--brown-gray","calcareous","sand",NA,"moderately fine"
"521","BK110080",19562,609687,-30.11,"brown-gray","calcareous","sand",NA,"moderately fine"
"522","BK110105",38888,601545,NA,"light--brown-yellow","calcareous","sand",2,"very fine"
"523","BK110106",38926,607668,NA,"light--brown-yellow","calcareous","sand",2,"very fine"
"524","BK110108",34129,610757,NA,"dark--brown-yellow","calcareous","sand",2,"very fine"
"525","BK110109",34561,605920,NA,"light--brown-yellow","calcareous","sand",2,"moderately fine"
"526","BK110110",29323,596405,NA,"light--brown-yellow","calcareous","sand",2,"moderately fine"
"527","BK110112",31465,601917,NA,"brown-yellow","calcareous","sand",2,"moderately fine"
"528","BK110113",25212,597156,NA,"dark--gray-olive","calcareous","sand",NA,"moderately fine"
"529","BK110114",26389,611971,NA,"gray-olive","slightly calcareous","sand",NA,"very fine"
"530","BK110115",34546,606191,NA,"gray","calcareous","sand",NA,"moderately fine"
"531","BK110119",33980,598280,NA,"brown-yellow","calcareous","sand",1,"very fine"
"532","BK110120",40247,612860,NA,"gray-olive","calcareous","sand",1,"extremely fine"
"533","BK110121",38512,608875,NA,"gray-olive","calcareous","sand",1,"very fine"
"534","BK110122",36511,604136,NA,"gray-olive","calcareous","sand",2,"very fine"
"535","BK120010",60641,613315,NA,NA,NA,"sand",NA,"moderately fine"
"536","BK120011",60635,613035,NA,NA,NA,"sand",NA,"moderately fine"
"537","BK120012",60626,612572,NA,NA,NA,"sand",NA,"very fine"
"538","BK120013",59581,612870,NA,NA,NA,"sand",NA,"very fine"
"539","BK120014",59686,612590,NA,NA,NA,"sand",NA,"very fine"
"540","BK120015",59623,612220,NA,NA,NA,"sand",NA,"very fine"
"541","BK120016",59623,612220,NA,NA,NA,"sand",NA,"very fine"
"542","BK120017",59505,611851,NA,NA,NA,"sand",NA,"moderately fine"
"543","BK120018",59711,611106,NA,NA,NA,"sand",NA,"moderately fine"
"544","BK120019",59811,610546,NA,NA,NA,"sand",NA,"moderately fine"
"545","BK120020",59472,610183,NA,NA,NA,"sand",NA,"moderately fine"
"546","BK120030",59160,613528,-28.82,"gray-olive","calcareous","sand",NA,"moderately fine"
"547","BK120031",51791,613681,-30.18,"gray-olive","calcareous","sand",NA,"very fine"
"548","BK120032",44273,607665,-29.61,"gray-olive","calcareous","sand",NA,"very fine"
"549","BK120033",51664,607501,-28.41,"gray-olive","calcareous","sand",NA,"very fine"
"550","BK120034",59046,607339,-27.34,"gray-olive","calcareous","sand",NA,"very fine"
"551","BK120035",58923,601157,-27.4,"gray-olive","calcareous","sand",NA,"very fine"
"552","BK120036",51521,601321,-28.17,"gray-olive","calcareous","sand",NA,"very fine"
"553","BK120037",44133,601482,-30.64,"gray-olive","calcareous","sand",NA,"very fine"
"554","BK120038",51383,595138,-28.67,"gray-olive","calcareous","sand",NA,"very fine"
"555","BK120039",51383,595138,-25.67,"gray-olive","calcareous","sand",NA,"very fine"
"556","BK120070",44330,608994,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"557","BK120071",42137,603664,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"558","BK120077",41744,601106,NA,"gray-olive","calcareous","sand",NA,"moderately fine"
"559","BK120078",43307,606265,NA,"gray-olive","calcareous","sand",NA,"moderately fine"
"560","BK120079",45562,611223,NA,"gray-olive","calcareous","sand",NA,"moderately fine"
"561","BK120080",55600,611719,-29,"brown-gray","calcareous","sand",1,"moderately fine"
"562","BK120081",55445,604574,-27.11,"brown-gray","calcareous","sand",1,"moderately fine"
"563","BK120082",55306,597320,-26.56,"brown-gray","calcareous","sand",1,"moderately fine"
"564","BK120083",48236,601501,-27.82,"brown-gray","calcareous","sand",1,"moderately fine"
"565","BK120084",48384,608735,-29.19,"brown-gray","calcareous","sand",1,"moderately fine"
"566","BK120085",41244,612201,-30.42,"brown-gray","calcareous","sand",1,"moderately fine"
"567","BK120086",41090,604990,-28.12,"brown-gray","calcareous","sand",1,"moderately fine"
"568","BK120087",40958,597785,-29.16,"brown-gray","calcareous","sand",1,"moderately fine"
"569","BK120099",49845,598005,NA,"brown-gray","calcareous","sand",1,"very fine"
"570","BK120100",45485,604752,NA,"brown-gray","calcareous","sand",1,"very fine"
"571","BK120146",59435,603958,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"572","BK120150",42923,613187,NA,"dark--gray",NA,"sand",NA,"very fine"
"573","BK140020",36593,595476,-26.95,"gray-olive","calcareous","sand",NA,"very fine"
"574","BK140021",36416,583131,-25.67,"brown-gray","calcareous","sand",NA,"moderately fine"
"575","BK140022",28823,583346,-25.21,"brown-gray","calcareous","sand",NA,"moderately fine"
"576","BK140024",36289,589324,-26.49,"brown-gray","calcareous","sand",NA,"moderately fine"
"577","BK140025",29038,589517,-25.92,"brown-gray","calcareous","sand",NA,"moderately fine"
"578","BK140059",37687,593255,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"579","BK140060",35563,588267,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"580","BK140061",33340,583218,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"581","BK140062",31147,578048,NA,"dark--gray","calcareous","sand",NA,"moderately fine"
"582","BK140063",25389,592612,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"583","BK140067",30873,592128,-25.65,"light--brown-olive","calcareous","sand",1,"very fine"
"584","BK140068",27567,583291,-29.26,"light--brown-olive","calcareous","sand",1,"very fine"
"585","BK140069",30013,588750,-25.84,"light--brown-olive","calcareous","sand",1,"very fine"
"586","BK140071",30062,579931,NA,"brown-gray","calcareous","sand",NA,"moderately coarse"
"587","BK140072",32306,584884,NA,"brown-gray","calcareous","sand",NA,"moderately coarse"
"588","BK140073",34471,589840,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"589","BK140074",36631,594735,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"590","BK140075",32355,594068,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"591","BK140076",27873,592639,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"592","BK140077",30292,588771,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"593","BK140079",28151,583538,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"594","BK140083",27848,587259,-27.61,"brown-olive","calcareous","sand",NA,"moderately fine"
"595","BK140085",33383,580395,-28.04,"light--brown-yellow","calcareous","sand",NA,"moderately fine"
"596","BK140086",33562,587585,-29.09,"light--brown-yellow","calcareous","sand",NA,"moderately fine"
"597","BK140087",33692,594807,-29.3,"brown","calcareous","sand",NA,"moderately fine"
"598","BK140094",38435,579930,NA,"brown-gray","calcareous","sand",1,"very fine"
"599","BK140122",30413,584160,NA,"light--brown-yellow","calcareous","sand",2,"moderately fine"
"600","BK140124",33117,588327,NA,"light--brown","calcareous","sand",1,"very fine"
"601","BK140125",27317,591261,NA,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"602","BK140126",34508,594973,NA,"light--brown-yellow","calcareous","sand",2,"moderately fine"
"603","BK150033",58797,594976,-26.12,"gray-olive","calcareous","sand",NA,"very fine"
"604","BK150034",58686,588796,-25.63,"gray-olive","calcareous","sand",NA,"moderately fine"
"605","BK150035",58546,582615,-26.01,"gray-olive","calcareous","sand",NA,"very fine"
"606","BK150036",58555,584681,-29.3,"brown-gray","calcareous","sand",NA,"moderately fine"
"607","BK150037",54781,585535,-31.01,"brown-gray","calcareous","sand",NA,"very fine"
"608","BK150038",43454,576822,-25.61,"brown-gray","calcareous","sand",NA,"moderately fine"
"609","BK150039",51081,576633,-25.15,"brown-gray","calcareous","sand",NA,"moderately fine"
"610","BK150040",51066,582744,-25.24,"brown-gray","calcareous","sand",NA,"moderately fine"
"611","BK150041",43718,582948,-26.75,"brown-gray","calcareous","sand",NA,"moderately fine"
"612","BK150042",51169,589049,-25.4,"brown-gray","calcareous","sand",NA,"moderately fine"
"613","BK150043",43557,589252,-25.88,"brown-gray","calcareous","sand",NA,"moderately fine"
"614","BK150128",55159,590114,-27.43,"brown-gray","calcareous","sand",1,"moderately fine"
"615","BK150129",55013,582901,-27.12,"brown-gray","calcareous","sand",1,"moderately coarse"
"616","BK150130",47817,579907,-26.99,"brown-gray","calcareous","sand",1,"moderately fine"
"617","BK150131",47950,587125,-26.36,"brown-gray","calcareous","sand",1,"moderately fine"
"618","BK150132",48092,594333,-27.04,"light--brown-yellow","calcareous","sand",NA,"moderately coarse"
"619","BK150133",40817,590581,-29.93,"brown-gray","calcareous","sand",1,"moderately fine"
"620","BK150134",40652,583360,-27.63,"brown-gray","calcareous","sand",1,"moderately fine"
"621","BK150137",40491,593705,NA,"brown-gray","calcareous","sand",1,"very fine"
"622","BK150138",49009,591159,NA,"brown-gray","calcareous","sand",1,"very fine"
"623","BK170014",36014,564581,-26.59,"brown-gray","calcareous","sand",NA,"moderately fine"
"624","BK170015",35968,570754,-28.5,"brown-gray","calcareous","sand",NA,"moderately fine"
"625","BK170020",36252,576894,-28.22,"brown-gray","calcareous","sand",NA,"moderately fine"
"626","BK170060",33244,573189,-27.36,"light--brown-yellow","calcareous","sand",NA,"moderately coarse"
"627","BK180005",61594,563447,NA,NA,NA,"sand",NA,"moderately fine"
"628","BK180031",58434,576432,-26.65,"gray-olive","calcareous","sand",NA,"moderately fine"
"629","BK180032",58285,570254,-26.13,"gray-olive","calcareous","sand",NA,"moderately fine"
"630","BK180033",58179,564074,-26.03,"brown-gray","calcareous","sand",NA,"moderately fine"
"631","BK180034",50608,558048,-29.49,"brown-gray","calcareous","sand",NA,"moderately fine"
"632","BK180035",43077,558242,-28.72,"gray-brown","calcareous","sand",NA,"moderately fine"
"633","BK180036",43337,564313,-27.51,"brown-gray","calcareous","sand",NA,"moderately coarse"
"634","BK180037",50710,564225,-30.16,"brown-gray","calcareous","sand",NA,"moderately coarse"
"635","BK180038",50798,570375,-28.94,"brown-gray","calcareous","sand",NA,"moderately fine"
"636","BK180039",43436,570494,-28.48,"brown-gray","calcareous","sand",NA,"moderately fine"
"637","BK180046",47595,564047,NA,"light--brown-olive","calcareous","sand",NA,"moderately coarse"
"638","BK180058",61872,572103,-28.72,NA,NA,"sand",NA,"moderately coarse"
"639","BK180059",61947,569356,-28.4,NA,NA,"sand",NA,"moderately coarse"
"640","BK180060",61754,565667,-29.09,NA,NA,"sand",NA,"moderately coarse"
"641","BK180064",54631,561306,-25.86,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"642","BK180065",61909,565016,-29.11,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"643","BK180066",54904,575708,-26.83,"light--brown-olive","calcareous","sand",1,"moderately fine"
"644","BK180067",54780,568471,-26.11,"light--brown-olive","calcareous","sand",1,"moderately coarse"
"645","BK180068",47536,565475,-27.68,"light--brown-olive","calcareous","sand",1,"moderately coarse"
